id,statement,statement_clean,label,label_3class,label_encoded,speaker,party,subject,credibility_score,lie_rate,history_total,is_politician
7645.json,"In 2012, 1 in 4 Wisconsin schools had a subpar score on the Department of Public Instructions recent report cards and are failing the children they serve.",wisconsin schools subpar score department public instructions recent report cards failing children serve,pants-fire,fake,0,robin-vos,republican,"education,state-budget",0.6364,0.3636,11.0,1
388.json,We are bogged down in a war that John McCain now suggests might go on for another 100 years.,bogged down war john mccain now suggests another years,false,fake,0,barack-obama,democrat,iraq,0.6829,0.1691,473.0,1
118.json,"We spent approximately $20-billion of that money on pork barrel, earmark projects. Maybe if we had done it right, maybe some of that money would have gone to inspect those bridges and other bridges across the country.",spent approximately billion money pork barrel earmark projects maybe done right maybe some money gone inspect those bridges other bridges across country,true,real,2,john-mccain,republican,federal-budget,0.4658,0.3219,146.0,1
1706.json,Dubai is the only country with huge amounts of imported workers that's actually passed legislation to give these immigrant workers a better deal in the Middle East.,dubai only country huge amounts imported workers that's actually passed legislation give these immigrant workers better deal middle east,barely-true,nuanced,1,bill-clinton,democrat,"human-rights,immigration,israel,abc-news-week",0.7188,0.1562,32.0,1
12018.json,"NAFTA, supported by the Secretary (Clinton), cost us 800,000 jobs nationwide.",nafta supported secretary clinton cost jobs nationwide,barely-true,nuanced,1,bernie-s,independent,"jobs,trade",0.6774,0.129,93.0,0
1646.json,"Cuba wants to let the Chinese drill in some of the very parts of the gulf that American producers are currently forbidden to touch, as close as 45 miles off the Florida coast.",cuba wants let chinese drill some very parts gulf american producers currently forbidden touch close miles off florida coast,half-true,nuanced,1,cliff-stearns,republican,energy,1.0,0.0,3.0,1
3532.json,On running for Senate if Jim Webb retires.,running senate jim webb retires,half-true,nuanced,1,tim-kaine,democrat,elections,0.7317,0.0732,41.0,1
3862.json,"Democratic Reps. Cicilline, Boswell, Carnahan and Critz demanded that Congress vote to increase the nations debt limit without making any spending cuts.",democratic reps cicilline boswell carnahan critz demanded congress vote increase nations debt limit without making any spending cuts,barely-true,nuanced,1,national-republican-congressional-committee,republican,"deficit,federal-budget",0.2708,0.3542,48.0,1
9638.json,"Last year, I was involved with an effort to to help prosecutors get their first pay raise in more than 10 years.",last year involved effort help prosecutors get first pay raise more than years,false,fake,0,jon-richards,democrat,"criminal-justice,job-accomplishments,state-budget,state-finances",0.0,1.0,1.0,1
9729.json,Ive either balanced every budget or we turned back a surplus.,ive either balanced every budget turned back surplus,false,fake,0,david-clarke-jr,democrat,"county-budget,criminal-justice",0.2727,0.4545,11.0,1
10489.json,One Texas city has a law that says that women can only have six dildos.,one texas city law women only six dildos,barely-true,nuanced,1,alcee-hastings,democrat,"sexuality,states,supreme-court",0.25,0.5,4.0,1
4132.json,The Florida Legislature has not filed a lawsuit to fight Amendments 5 and 6.,florida legislature not filed lawsuit fight amendments,barely-true,nuanced,1,alan-hays,republican,redistricting,0.0,0.3333,3.0,1
7121.json,"When you look at the number of crashes before the cameras were installed compared to after, theyre virtually the same.",when look number crashes before cameras installed compared after theyre virtually same,mostly-true,real,2,steve-acenbrak,none,"public-safety,transportation",1.0,0.0,1.0,0
10260.json,Our median income here in Providence is the same as the median income in Mississippi.,median income here providence same median income mississippi,mostly-true,real,2,jorge-elorza,democrat,"economy,income,poverty",0.5,0.25,4.0,1
1426.json,U.S. Sen. Kay Bailey Hutchison voted to continue Roe v. Wade.,sen kay bailey hutchison voted continue roe wade,mostly-true,real,2,rick-perry,republican,abortion,0.4545,0.3357,143.0,1
5092.json,Paul Ryans Medicare plan provides pretty much the same coverage that members of Congress receive.,paul ryans medicare plan provides pretty much same coverage members congress receive,barely-true,nuanced,1,rick-santorum,republican,"congress,medicare,new-hampshire-2012",0.3774,0.3962,53.0,1
12095.json,"We do not have an overcrowding problem. As a matter of fact, Rhode Island has one of the lowest incarceration rates in the country.",not overcrowding problem matter fact rhode island one lowest incarceration rates country,true,real,2,richard-ferruccio,newsmaker,criminal-justice,0.0,1.0,1.0,0
5064.json,Says Rep. Jim Renacci was trying to leave town for the holidays without extending your payroll tax cut.,rep jim renacci trying leave town holidays without extending payroll tax cut,false,fake,0,democratic-congressional-campaign-committee,democrat,"social-security,taxes,voting-record",0.1765,0.5,34.0,1
12651.json,"Rather than work to secure the border, (Marco Rubio) supported Obamas amnesty plan for illegal immigrants.",rather than work secure border marco rubio supported obamas amnesty plan illegal immigrants,barely-true,nuanced,1,carlos-beruff,republican,immigration,0.0,0.25,4.0,1
13156.json,Says Hillary Clinton gave up 20 percent of Americas uranium supply to Russia.,hillary clinton gave percent americas uranium supply russia,barely-true,nuanced,1,donald-trump,republican,"energy,foreign-policy,military,nuclear",0.2699,0.5368,326.0,1
11787.json,"Fifty years ago, the average GM employee could pay for a year of a son or daughters college tuition on just two weeks wages.",fifty years ago average employee pay year son daughters college tuition just two weeks wages,mostly-true,real,2,martin-omalley,democrat,"corporations,corrections-and-updates,education,income,workers",0.7778,0.0556,18.0,1
8122.json,"On average, college students are taking six years to get a four-year degree.",average college students taking six years get four year degree,mostly-true,real,2,ron-johnson,republican,"debt,education,jobs",0.4878,0.1707,41.0,1
5992.json,In the state of Rhode Island 25 percent of our current physicians are graduates of for-profit medical schools.,state rhode island percent current physicians graduates profit medical schools,false,fake,0,joseph-mcnamara,democrat,"education,health-care,public-health",0.3333,0.6667,3.0,1
5642.json,Medicare will be bankrupt in nine years.,medicare bankrupt nine years,false,fake,0,pat-boone,none,medicare,0.0,1.0,3.0,0
4536.json,"When it comes to being effective at creating jobs (Chris Christie has not had) a record of governing for effectiveness. ... Last year, New Jersey created no net new jobs.",when comes being effective creating jobs chris christie not record governing effectiveness last year new jersey created net new jobs,half-true,nuanced,1,martin-omalley,democrat,"jobs,states",0.7778,0.0556,18.0,1
11767.json,Says Hillary Clinton called Barack Obama naive for saying he was would sit down and talk to the Iranians during the 2008 Democratic primary.,hillary clinton called barack obama naive saying sit down talk iranians during democratic primary,half-true,nuanced,1,bernie-s,independent,"foreign-policy,nuclear",0.6774,0.129,93.0,0
5679.json,"If the Supreme Court throws out the federal health care law, it would be an unprecedented, extraordinary step of overturning a law that was passed by a strong majority of a democratically elected Congress.",supreme court throws out federal health care law unprecedented extraordinary step overturning law passed strong majority democratically elected congress,false,fake,0,barack-obama,democrat,"health-care,legal-issues,supreme-court",0.6829,0.1691,473.0,1
95.json,I opposed this war from the beginning. I opposed the war in 2002. I opposed the war in 2003. I opposed it in 2004 and 2005 and 2006.,opposed war beginning opposed war opposed war opposed,true,real,2,barack-obama,democrat,iraq,0.6829,0.1691,473.0,1
8095.json,"Says the State Department spent $630,000 to get 2 million Facebook Likes.",state department spent get million facebook likes,true,real,2,rob-portman,republican,deficit,0.7097,0.1935,31.0,1
6868.json,"In Romneys first budget (in Massachusetts), he cut $248.7 million from K-12 education.",romneys first budget massachusetts cut million education,half-true,nuanced,1,barack-obama,democrat,"candidates-biography,education,state-budget",0.6829,0.1691,473.0,1
2496.json,We now have our kids go to school about a month less than most other advanced countries.,now kids school about month less than most other advanced countries,half-true,nuanced,1,barack-obama,democrat,education,0.6829,0.1691,473.0,1
2120.json,"Says his office has already recovered over $2 billion from Wall Street for the workers, retirees, and investors who were harmed.",office already recovered over billion wall street workers retirees investors who harmed,half-true,nuanced,1,richard-cordray,democrat,government-efficiency,1.0,0.0,1.0,1
13422.json,I had the longest judicial vacancy in the history of the United States.,longest judicial vacancy history united states,mostly-true,real,2,richard-burr,republican,"candidates-biography,history,job-accomplishments,legal-issues,supreme-court",1.0,0.0,2.0,1
